,Name,Total Pop,White Pop,Black Pop,Household Type,Computer,State,County,Tract,Block Group
266,"Block Group 2, Census Tract 6108, Loudoun County, Virginia",1507,0,1462,424,1488,51,107,610800,2
267,"Block Group 1, Census Tract 6108, Loudoun County, Virginia",2297,46,2233,665,2083,51,107,610800,1
268,"Block Group 1, Census Tract 110, Hampton city, Virginia",1381,400,962,707,1333,51,650,011000,1
269,"Block Group 1, Census Tract 113, Hampton city, Virginia",1196,776,364,458,1144,51,650,011300,1
270,"Block Group 3, Census Tract 119, Hampton city, Virginia",607,607,0,255,587,51,650,011900,3
271,"Block Group 2, Census Tract 119, Hampton city, Virginia",938,820,64,457,750,51,650,011900,2
272,"Block Group 3, Census Tract 103.10, Hampton city, Virginia",1208,582,495,438,1128,51,650,010310,3
273,"Block Group 1, Census Tract 103.10, Hampton city, Virginia",2030,993,948,895,1957,51,650,010310,1
274,"Block Group 2, Census Tract 9510, Middlesex County, Virginia",711,129,558,451,553,51,119,951000,2
275,"Block Group 3, Census Tract 9510, Middlesex County, Virginia",702,256,412,356,600,51,119,951000,3
276,"Block Group 1, Census Tract 9512, Middlesex County, Virginia",1602,69,1142,705,1501,51,119,951200,1
277,"Block Group 2, Census Tract 9512, Middlesex County, Virginia",994,0,953,445,897,51,119,951200,2
278,"Block Group 1, Census Tract 4406, Fairfax County, Virginia",3069,94,1921,931,3007,51,059,440600,1
279,"Block Group 1, Census Tract 4408, Fairfax County, Virginia",3149,147,2615,1188,3051,51,059,440800,1
280,"Block Group 2, Census Tract 804.02, James City County, Virginia",4629,1247,3053,1506,4278,51,095,080402,2
281,"Block Group 2, Census Tract 801.01, James City County, Virginia",1730,113,1511,847,1635,51,095,080101,2
282,"Block Group 3, Census Tract 801.01, James City County, Virginia",1490,0,1445,588,1490,51,095,080101,3
283,"Block Group 1, Census Tract 801.01, James City County, Virginia",1360,27,1291,654,1289,51,095,080101,1
284,"Block Group 1, Census Tract 804.01, James City County, Virginia",4114,660,3124,1429,3792,51,095,080401,1
285,"Block Group 2, Census Tract 804.01, James City County, Virginia",4015,411,3342,1435,3957,51,095,080401,2
286,"Block Group 2, Census Tract 2005.02, Henrico County, Virginia",685,14,638,305,675,51,087,200502,2
287,"Block Group 1, Census Tract 2005.02, Henrico County, Virginia",1537,437,912,557,1466,51,087,200502,1
288,"Block Group 3, Census Tract 2009.04, Henrico County, Virginia",2678,1816,603,1020,2469,51,087,200904,3
289,"Block Group 1, Census Tract 8501, Prince George County, Virginia",3482,1529,1678,7,38,51,149,850100,1
290,"Block Group 1, Census Tract 8502, Prince George County, Virginia",600,156,348,198,589,51,149,850200,1
291,"Block Group 3, Census Tract 8502, Prince George County, Virginia",1657,474,820,402,1648,51,149,850200,3
292,"Block Group 1, Census Tract 9504, King and Queen County, Virginia",2536,724,1576,1019,2165,51,097,950400,1
293,"Block Group 1, Census Tract 6112.04, Loudoun County, Virginia",4083,315,2798,1105,4083,51,107,611204,1
294,"Block Group 2, Census Tract 6112.04, Loudoun County, Virginia",1862,149,1528,581,1857,51,107,611204,2
295,"Block Group 3, Census Tract 23, Roanoke city, Virginia",1643,1206,314,621,1386,51,770,002300,3
296,"Block Group 2, Census Tract 23, Roanoke city, Virginia",1782,1158,572,816,1657,51,770,002300,2
297,"Block Group 3, Census Tract 101, Salem city, Virginia",1812,374,1293,483,1572,51,775,010100,3
298,"Block Group 2, Census Tract 101, Salem city, Virginia",1680,278,1294,652,1505,51,775,010100,2
299,"Block Group 1, Census Tract 101, Salem city, Virginia",1516,20,1328,646,1495,51,775,010100,1
300,"Block Group 4, Census Tract 101, Salem city, Virginia",1112,61,1039,604,951,51,775,010100,4
301,"Block Group 1, Census Tract 1009.31, Chesterfield County, Virginia",850,34,816,361,752,51,041,100931,1
302,"Block Group 3, Census Tract 1009.31, Chesterfield County, Virginia",2823,184,2527,1067,2818,51,041,100931,3
303,"Block Group 1, Census Tract 46, Norfolk city, Virginia",968,717,190,351,889,51,710,004600,1
304,"Block Group 2, Census Tract 46, Norfolk city, Virginia",1007,987,20,373,913,51,710,004600,2
305,"Block Group 1, Census Tract 57.02, Norfolk city, Virginia",1350,823,310,511,1112,51,710,005702,1
306,"Block Group 2, Census Tract 57.02, Norfolk city, Virginia",1196,1121,40,418,1107,51,710,005702,2
307,"Block Group 1, Census Tract 4516.01, Fairfax County, Virginia",2594,93,1271,699,2321,51,059,451601,1
308,"Block Group 2, Census Tract 501, Craig County, Virginia",1008,0,1008,516,970,51,045,050100,2
309,"Block Group 1, Census Tract 501, Craig County, Virginia",1541,6,1471,655,1483,51,045,050100,1
310,"Block Group 1, Census Tract 703, Richmond city, Virginia",2518,1261,1158,1084,2355,51,760,070300,1
311,"Block Group 2, Census Tract 703, Richmond city, Virginia",951,64,876,389,951,51,760,070300,2
312,"Block Group 1, Census Tract 707, Richmond city, Virginia",2890,2101,615,1076,2502,51,760,070700,1
313,"Block Group 2, Census Tract 707, Richmond city, Virginia",2833,1164,1154,802,2350,51,760,070700,2
314,"Block Group 1, Census Tract 202, Richmond city, Virginia",2220,2220,0,790,1841,51,760,020200,1
315,"Block Group 2, Census Tract 203, Richmond city, Virginia",1082,890,163,435,961,51,760,020300,2
316,"Block Group 1, Census Tract 207, Richmond city, Virginia",1363,931,321,737,1126,51,760,020700,1
317,"Block Group 3, Census Tract 607, Richmond city, Virginia",1639,1249,299,591,1596,51,760,060700,3
318,"Block Group 5, Census Tract 607, Richmond city, Virginia",900,780,88,303,829,51,760,060700,5
319,"Block Group 2, Census Tract 607, Richmond city, Virginia",1335,1166,0,453,1022,51,760,060700,2
320,"Block Group 1, Census Tract 710.02, Richmond city, Virginia",1223,512,600,432,1138,51,760,071002,1
321,"Block Group 2, Census Tract 710.02, Richmond city, Virginia",2595,1779,585,1147,2208,51,760,071002,2
322,"Block Group 2, Census Tract 209, Richmond city, Virginia",785,646,72,278,654,51,760,020900,2
323,"Block Group 1, Census Tract 212, Richmond city, Virginia",1552,1219,304,671,1289,51,760,021200,1
324,"Block Group 2, Census Tract 305, Richmond city, Virginia",1922,541,894,772,1434,51,760,030500,2
325,"Block Group 1, Census Tract 609, Richmond city, Virginia",1435,467,827,429,1182,51,760,060900,1
326,"Block Group 3, Census Tract 704, Richmond city, Virginia",1346,45,1250,572,1260,51,760,070400,3
327,"Block Group 1, Census Tract 704, Richmond city, Virginia",1634,546,1008,870,1515,51,760,070400,1
328,"Block Group 2, Census Tract 709, Richmond city, Virginia",3341,1931,829,892,2824,51,760,070900,2
329,"Block Group 4, Census Tract 709, Richmond city, Virginia",1192,1019,91,545,1153,51,760,070900,4
330,"Block Group 3, Census Tract 709, Richmond city, Virginia",1880,905,676,476,1497,51,760,070900,3
331,"Block Group 5, Census Tract 709, Richmond city, Virginia",1262,934,259,509,1081,51,760,070900,5
332,"Block Group 1, Census Tract 411, Richmond city, Virginia",572,99,424,230,572,51,760,041100,1
333,"Block Group 3, Census Tract 608, Richmond city, Virginia",435,381,42,178,390,51,760,060800,3
334,"Block Group 1, Census Tract 608, Richmond city, Virginia",1348,411,688,391,1072,51,760,060800,1
335,"Block Group 5, Census Tract 605, Richmond city, Virginia",2729,1890,769,1446,2481,51,760,060500,5
336,"Block Group 2, Census Tract 605, Richmond city, Virginia",768,101,609,291,745,51,760,060500,2
337,"Block Group 1, Census Tract 605, Richmond city, Virginia",811,565,215,247,811,51,760,060500,1
338,"Block Group 1, Census Tract 109, Richmond city, Virginia",1284,1057,226,362,949,51,760,010900,1
339,"Block Group 4, Census Tract 4914.01, Fairfax County, Virginia",503,33,340,292,503,51,059,491401,4
340,"Block Group 2, Census Tract 4914.01, Fairfax County, Virginia",1702,97,609,500,1702,51,059,491401,2
341,"Block Group 4, Census Tract 4911.03, Fairfax County, Virginia",755,85,481,296,755,51,059,491103,4
342,"Block Group 3, Census Tract 4911.03, Fairfax County, Virginia",1131,0,700,404,1117,51,059,491103,3
343,"Block Group 1, Census Tract 4911.03, Fairfax County, Virginia",1954,134,924,566,1937,51,059,491103,1
344,"Block Group 2, Census Tract 4917.01, Fairfax County, Virginia",1897,273,1182,767,1881,51,059,491701,2
345,"Block Group 1, Census Tract 9305.01, Culpeper County, Virginia",4352,496,3535,1407,4242,51,047,930501,1
346,"Block Group 1, Census Tract 9302.01, Culpeper County, Virginia",6262,1469,3991,1960,6127,51,047,930201,1
347,"Block Group 2, Census Tract 9305.02, Culpeper County, Virginia",4417,963,2661,1585,4198,51,047,930502,2
348,"Block Group 1, Census Tract 9301, Giles County, Virginia",1035,0,1035,495,993,51,071,930100,1
349,"Block Group 2, Census Tract 9301, Giles County, Virginia",1004,0,1004,431,895,51,071,930100,2
350,"Block Group 1, Census Tract 9304, Giles County, Virginia",1128,19,1109,533,971,51,071,930400,1
351,"Block Group 3, Census Tract 9304, Giles County, Virginia",2020,221,1799,853,1941,51,071,930400,3
352,"Block Group 1, Census Tract 504.02, Wythe County, Virginia",1313,0,1313,536,1008,51,197,050402,1
353,"Block Group 2, Census Tract 504.02, Wythe County, Virginia",347,0,347,211,250,51,197,050402,2
354,"Block Group 1, Census Tract 204.06, Spotsylvania County, Virginia",544,92,436,217,487,51,177,020406,1
355,"Block Group 3, Census Tract 204.06, Spotsylvania County, Virginia",1663,181,1387,520,1630,51,177,020406,3
356,"Block Group 1, Census Tract 202.02, Spotsylvania County, Virginia",633,17,474,268,599,51,177,020202,1
357,"Block Group 2, Census Tract 4713.03, Fairfax County, Virginia",1401,107,773,661,1393,51,059,471303,2
358,"Block Group 1, Census Tract 4713.03, Fairfax County, Virginia",839,0,710,273,839,51,059,471303,1
359,"Block Group 3, Census Tract 4713.03, Fairfax County, Virginia",2148,0,866,807,2112,51,059,471303,3
360,"Block Group 1, Census Tract 4713.01, Fairfax County, Virginia",2064,22,846,735,2064,51,059,471301,1
361,"Block Group 1, Census Tract 4804.01, Fairfax County, Virginia",1571,8,934,528,1571,51,059,480401,1
362,"Block Group 2, Census Tract 4804.02, Fairfax County, Virginia",2374,66,1814,822,2374,51,059,480402,2
363,"Block Group 4, Census Tract 4214, Fairfax County, Virginia",1782,196,882,505,1351,51,059,421400,4
364,"Block Group 3, Census Tract 4804.02, Fairfax County, Virginia",931,18,791,298,931,51,059,480402,3
365,"Block Group 2, Census Tract 312.01, Roanoke County, Virginia",2372,13,2174,901,2277,51,161,031201,2
366,"Block Group 1, Census Tract 312.01, Roanoke County, Virginia",3008,116,2809,1099,2935,51,161,031201,1
367,"Block Group 3, Census Tract 9601, Norton city, Virginia",838,77,724,410,747,51,720,960100,3
368,"Block Group 4, Census Tract 9601, Norton city, Virginia",528,20,437,221,510,51,720,960100,4
369,"Block Group 1, Census Tract 9301.01, Culpeper County, Virginia",2574,222,2173,822,2441,51,047,930101,1
370,"Block Group 4, Census Tract 301, Caroline County, Virginia",1742,211,1321,762,1516,51,033,030100,4
371,"Block Group 3, Census Tract 301, Caroline County, Virginia",1120,288,800,446,1017,51,033,030100,3
372,"Block Group 1, Census Tract 301, Caroline County, Virginia",675,202,346,276,629,51,033,030100,1
373,"Block Group 1, Census Tract 303, Caroline County, Virginia",1026,183,661,339,912,51,033,030300,1
374,"Block Group 1, Census Tract 112, Henry County, Virginia",571,76,495,280,495,51,089,011200,1
375,"Block Group 1, Census Tract 305, Scott County, Virginia",962,0,962,440,718,51,169,030500,1
376,"Block Group 2, Census Tract 305, Scott County, Virginia",1200,0,1200,559,995,51,169,030500,2
377,"Block Group 3, Census Tract 305, Scott County, Virginia",1241,0,1241,505,1092,51,169,030500,3
378,"Block Group 2, Census Tract 301, Scott County, Virginia",1421,0,1421,492,1268,51,169,030100,2
379,"Block Group 3, Census Tract 301, Scott County, Virginia",1104,24,1062,429,977,51,169,030100,3
380,"Block Group 3, Census Tract 306, Scott County, Virginia",691,42,618,325,634,51,169,030600,3
381,"Block Group 2, Census Tract 306, Scott County, Virginia",1495,0,1481,613,1364,51,169,030600,2
382,"Block Group 6, Census Tract 708, Augusta County, Virginia",955,30,904,353,911,51,015,070800,6
383,"Block Group 2, Census Tract 702, Augusta County, Virginia",1038,0,1016,418,813,51,015,070200,2
384,"Block Group 3, Census Tract 702, Augusta County, Virginia",1082,0,1047,439,981,51,015,070200,3
385,"Block Group 2, Census Tract 703, Augusta County, Virginia",1130,0,1014,469,1061,51,015,070300,2
386,"Block Group 1, Census Tract 703, Augusta County, Virginia",2532,17,2433,839,2314,51,015,070300,1
387,"Block Group 1, Census Tract 705, Augusta County, Virginia",775,0,765,339,684,51,015,070500,1
388,"Block Group 3, Census Tract 705, Augusta County, Virginia",1760,79,1658,698,1647,51,015,070500,3
389,"Block Group 4, Census Tract 706, Augusta County, Virginia",1420,33,1355,531,1342,51,015,070600,4
390,"Block Group 3, Census Tract 706, Augusta County, Virginia",1761,131,1395,797,1332,51,015,070600,3
391,"Block Group 5, Census Tract 706, Augusta County, Virginia",1912,51,1797,672,1743,51,015,070600,5
392,"Block Group 2, Census Tract 709, Augusta County, Virginia",903,0,903,418,854,51,015,070900,2
393,"Block Group 4, Census Tract 709, Augusta County, Virginia",1936,13,1819,777,1876,51,015,070900,4
394,"Block Group 3, Census Tract 704, Augusta County, Virginia",1626,0,1626,597,1463,51,015,070400,3
395,"Block Group 2, Census Tract 1002.06, Chesterfield County, Virginia",957,160,366,392,883,51,041,100206,2
396,"Block Group 3, Census Tract 1002.06, Chesterfield County, Virginia",3649,1169,2010,1097,3639,51,041,100206,3
397,"Block Group 1, Census Tract 1002.06, Chesterfield County, Virginia",515,340,131,262,430,51,041,100206,1
398,"Block Group 2, Census Tract 1008.04, Chesterfield County, Virginia",1391,846,158,458,1348,51,041,100804,2
399,"Block Group 3, Census Tract 1008.04, Chesterfield County, Virginia",1298,378,808,519,1248,51,041,100804,3
400,"Block Group 2, Census Tract 1008.12, Chesterfield County, Virginia",3486,1153,1986,1096,3323,51,041,100812,2
401,"Block Group 3, Census Tract 1008.12, Chesterfield County, Virginia",1304,114,1126,593,1272,51,041,100812,3
402,"Block Group 1, Census Tract 1009.27, Chesterfield County, Virginia",2194,230,1874,849,2173,51,041,100927,1
403,"Block Group 2, Census Tract 1009.29, Chesterfield County, Virginia",919,290,527,371,882,51,041,100929,2
404,"Block Group 2, Census Tract 102, Salem city, Virginia",893,63,822,307,778,51,775,010200,2
405,"Block Group 3, Census Tract 204, Franklin County, Virginia",1333,160,1144,507,1230,51,067,020400,3
406,"Block Group 1, Census Tract 204, Franklin County, Virginia",2037,65,1950,891,2015,51,067,020400,1
407,"Block Group 2, Census Tract 204, Franklin County, Virginia",3026,0,2953,1110,2909,51,067,020400,2
408,"Block Group 1, Census Tract 203, Franklin County, Virginia",2249,32,2217,968,2136,51,067,020300,1
409,"Block Group 2, Census Tract 203, Franklin County, Virginia",3904,157,3452,1610,3766,51,067,020300,2
410,"Block Group 1, Census Tract 209, Franklin County, Virginia",928,178,711,396,780,51,067,020900,1
411,"Block Group 4, Census Tract 209, Franklin County, Virginia",1221,161,1060,538,838,51,067,020900,4
412,"Block Group 2, Census Tract 6117, Loudoun County, Virginia",3944,425,2456,1056,3638,51,107,611700,2
413,"Block Group 1, Census Tract 6117, Loudoun County, Virginia",941,45,662,451,857,51,107,611700,1
414,"Block Group 1, Census Tract 302.04, Roanoke County, Virginia",1825,312,1432,1020,1580,51,161,030204,1
415,"Block Group 3, Census Tract 302.04, Roanoke County, Virginia",2418,196,1999,1005,2375,51,161,030204,3
416,"Block Group 3, Census Tract 308.02, Roanoke County, Virginia",1155,0,1088,362,1141,51,161,030802,3
417,"Block Group 1, Census Tract 308.02, Roanoke County, Virginia",583,8,575,364,573,51,161,030802,1
418,"Block Group 2, Census Tract 308.02, Roanoke County, Virginia",1967,106,1515,648,1967,51,161,030802,2
419,"Block Group 3, Census Tract 301, Roanoke County, Virginia",1142,2,1122,440,1080,51,161,030100,3
420,"Block Group 1, Census Tract 310, Roanoke County, Virginia",1541,150,1369,610,1438,51,161,031000,1
421,"Block Group 2, Census Tract 310, Roanoke County, Virginia",1276,69,1108,555,1246,51,161,031000,2
422,"Block Group 1, Census Tract 305, Roanoke County, Virginia",2426,49,2254,918,2340,51,161,030500,1
423,"Block Group 2, Census Tract 2.02, Lynchburg city, Virginia",1084,539,525,541,1030,51,680,000202,2
424,"Block Group 3, Census Tract 2.02, Lynchburg city, Virginia",1635,701,934,691,1485,51,680,000202,3
425,"Block Group 2, Census Tract 16, Lynchburg city, Virginia",5445,1044,3963,2399,5346,51,680,001600,2
426,"Block Group 1, Census Tract 16, Lynchburg city, Virginia",3163,1029,1657,1131,3006,51,680,001600,1
427,"Block Group 1, Census Tract 7, Lynchburg city, Virginia",405,362,38,208,369,51,680,000700,1
428,"Block Group 3, Census Tract 7, Lynchburg city, Virginia",1172,965,192,425,910,51,680,000700,3
429,"Block Group 2, Census Tract 7, Lynchburg city, Virginia",2112,715,1063,774,2015,51,680,000700,2
430,"Block Group 1, Census Tract 502.06, York County, Virginia",3337,1109,1728,1277,3225,51,199,050206,1
431,"Block Group 1, Census Tract 323, Newport News city, Virginia",0,0,0,0,0,51,700,032300,1
432,"Block Group 3, Census Tract 303, Newport News city, Virginia",1187,1167,20,273,860,51,700,030300,3
433,"Block Group 7, Census Tract 303, Newport News city, Virginia",1000,780,159,307,985,51,700,030300,7
